,0,1,2,3,4,5,6,7
1019,1019.0,med,high,3.0,more,small,high,acc
1020,1020.0,med,high,3.0,more,med,low,unacc
1021,1021.0,med,high,3.0,more,med,med,acc
1022,1022.0,med,high,3.0,more,med,high,acc
1023,1023.0,med,high,3.0,more,big,low,unacc
1024,1024.0,med,high,3.0,more,big,med,acc
1025,1025.0,med,high,3.0,more,big,high,acc
1026,1026.0,med,high,4.0,2.0,small,low,unacc
1027,1027.0,med,high,4.0,2.0,small,med,unacc
1028,1028.0,med,high,4.0,2.0,small,high,unacc
1029,1029.0,med,high,4.0,2.0,med,low,unacc
1030,1030.0,med,high,4.0,2.0,med,med,unacc
1031,1031.0,med,high,4.0,2.0,med,high,unacc
1032,1032.0,med,high,4.0,2.0,big,low,unacc
1033,1033.0,med,high,4.0,2.0,big,med,unacc
1034,1034.0,med,high,4.0,2.0,big,high,unacc
1035,1035.0,med,high,4.0,4.0,small,low,unacc
1036,1036.0,med,high,4.0,4.0,small,med,unacc
1037,1037.0,med,high,4.0,4.0,small,high,acc
1038,1038.0,med,high,4.0,4.0,med,low,unacc
1039,1039.0,med,high,4.0,4.0,med,med,acc
1040,1040.0,med,high,4.0,4.0,med,high,acc
1041,1041.0,med,high,4.0,4.0,big,low,unacc
1042,1042.0,med,high,4.0,4.0,big,med,acc
1043,1043.0,med,high,4.0,4.0,big,high,acc
1044,1044.0,med,high,4.0,more,small,low,unacc
1045,1045.0,med,high,4.0,more,small,med,unacc
1046,1046.0,med,high,4.0,more,small,high,acc
1047,1047.0,med,high,4.0,more,med,low,unacc
1048,1048.0,med,high,4.0,more,med,med,acc
1049,1049.0,med,high,4.0,more,med,high,acc
1050,1050.0,med,high,4.0,more,big,low,unacc
1051,1051.0,med,high,4.0,more,big,med,acc
1052,1052.0,med,high,4.0,more,big,high,acc
1053,1053.0,med,high,5-more,2.0,small,low,unacc
1054,1054.0,med,high,5-more,2.0,small,med,unacc
1055,1055.0,med,high,5-more,2.0,small,high,unacc
1056,1056.0,med,high,5-more,2.0,med,low,unacc
1057,1057.0,med,high,5-more,2.0,med,med,unacc
1058,1058.0,med,high,5-more,2.0,med,high,unacc
1059,1059.0,med,high,5-more,2.0,big,low,unacc
1060,1060.0,med,high,5-more,2.0,big,med,unacc
1061,1061.0,med,high,5-more,2.0,big,high,unacc
1062,1062.0,med,high,5-more,4.0,small,low,unacc
1063,1063.0,med,high,5-more,4.0,small,med,unacc
1064,1064.0,med,high,5-more,4.0,small,high,acc
1065,1065.0,med,high,5-more,4.0,med,low,unacc
1066,1066.0,med,high,5-more,4.0,med,med,acc
1067,1067.0,med,high,5-more,4.0,med,high,acc
1068,1068.0,med,high,5-more,4.0,big,low,unacc
1069,1069.0,med,high,5-more,4.0,big,med,acc
1070,1070.0,med,high,5-more,4.0,big,high,acc
1071,1071.0,med,high,5-more,more,small,low,unacc
1072,1072.0,med,high,5-more,more,small,med,unacc
1073,1073.0,med,high,5-more,more,small,high,acc
1074,1074.0,med,high,5-more,more,med,low,unacc
1075,1075.0,med,high,5-more,more,med,med,acc
1076,1076.0,med,high,5-more,more,med,high,acc
1077,1077.0,med,high,5-more,more,big,low,unacc
1078,1078.0,med,high,5-more,more,big,med,acc
1079,1079.0,med,high,5-more,more,big,high,acc
1080,1080.0,med,med,2.0,2.0,small,low,unacc
1081,1081.0,med,med,2.0,2.0,small,med,unacc
1082,1082.0,med,med,2.0,2.0,small,high,unacc
1083,1083.0,med,med,2.0,2.0,med,low,unacc
1084,1084.0,med,med,2.0,2.0,med,med,unacc
1085,1085.0,med,med,2.0,2.0,med,high,unacc
1086,1086.0,med,med,2.0,2.0,big,low,unacc
1087,1087.0,med,med,2.0,2.0,big,med,unacc
1088,1088.0,med,med,2.0,2.0,big,high,unacc
1089,1089.0,med,med,2.0,4.0,small,low,unacc
1090,1090.0,med,med,2.0,4.0,small,med,acc
1091,1091.0,med,med,2.0,4.0,small,high,acc
1092,1092.0,med,med,2.0,4.0,med,low,unacc
1093,1093.0,med,med,2.0,4.0,med,med,acc
1094,1094.0,med,med,2.0,4.0,med,high,acc
1095,1095.0,med,med,2.0,4.0,big,low,unacc
1096,1096.0,med,med,2.0,4.0,big,med,acc
1097,1097.0,med,med,2.0,4.0,big,high,vgood
1098,1098.0,med,med,2.0,more,small,low,unacc
1099,1099.0,med,med,2.0,more,small,med,unacc
1100,1100.0,med,med,2.0,more,small,high,unacc
1101,1101.0,med,med,2.0,more,med,low,unacc
1102,1102.0,med,med,2.0,more,med,med,acc
1103,1103.0,med,med,2.0,more,med,high,acc
1104,1104.0,med,med,2.0,more,big,low,unacc
1105,1105.0,med,med,2.0,more,big,med,acc
1106,1106.0,med,med,2.0,more,big,high,vgood
1107,1107.0,med,med,3.0,2.0,small,low,unacc
1108,1108.0,med,med,3.0,2.0,small,med,unacc
1109,1109.0,med,med,3.0,2.0,small,high,unacc
1110,1110.0,med,med,3.0,2.0,med,low,unacc
1111,1111.0,med,med,3.0,2.0,med,med,unacc
1112,1112.0,med,med,3.0,2.0,med,high,unacc
1113,1113.0,med,med,3.0,2.0,big,low,unacc
1114,1114.0,med,med,3.0,2.0,big,med,unacc
1115,1115.0,med,med,3.0,2.0,big,high,unacc
1116,1116.0,med,med,3.0,4.0,small,low,unacc
1117,1117.0,med,med,3.0,4.0,small,med,acc
1118,1118.0,med,med,3.0,4.0,small,high,acc
1119,1119.0,med,med,3.0,4.0,med,low,unacc
1120,1120.0,med,med,3.0,4.0,med,med,acc
1121,1121.0,med,med,3.0,4.0,med,high,acc
1122,1122.0,med,med,3.0,4.0,big,low,unacc
1123,1123.0,med,med,3.0,4.0,big,med,acc
1124,1124.0,med,med,3.0,4.0,big,high,vgood
1125,1125.0,med,med,3.0,more,small,low,unacc
1126,1126.0,med,med,3.0,more,small,med,acc
1127,1127.0,med,med,3.0,more,small,high,acc
1128,1128.0,med,med,3.0,more,med,low,unacc
1129,1129.0,med,med,3.0,more,med,med,acc
1130,1130.0,med,med,3.0,more,med,high,vgood
1131,1131.0,med,med,3.0,more,big,low,unacc
1132,1132.0,med,med,3.0,more,big,med,acc
1133,1133.0,med,med,3.0,more,big,high,vgood
1134,1134.0,med,med,4.0,2.0,small,low,unacc
1135,1135.0,med,med,4.0,2.0,small,med,unacc
1136,1136.0,med,med,4.0,2.0,small,high,unacc
1137,1137.0,med,med,4.0,2.0,med,low,unacc
1138,1138.0,med,med,4.0,2.0,med,med,unacc
1139,1139.0,med,med,4.0,2.0,med,high,unacc
1140,1140.0,med,med,4.0,2.0,big,low,unacc
1141,1141.0,med,med,4.0,2.0,big,med,unacc
1142,1142.0,med,med,4.0,2.0,big,high,unacc
1143,1143.0,med,med,4.0,4.0,small,low,unacc
1144,1144.0,med,med,4.0,4.0,small,med,acc
1145,1145.0,med,med,4.0,4.0,small,high,acc
1146,1146.0,med,med,4.0,4.0,med,low,unacc
1147,1147.0,med,med,4.0,4.0,med,med,acc
1148,1148.0,med,med,4.0,4.0,med,high,vgood
1149,1149.0,med,med,4.0,4.0,big,low,unacc
1150,1150.0,med,med,4.0,4.0,big,med,acc
1151,1151.0,med,med,4.0,4.0,big,high,vgood
1152,1152.0,med,med,4.0,more,small,low,unacc
1153,1153.0,med,med,4.0,more,small,med,acc
1154,1154.0,med,med,4.0,more,small,high,acc
1155,1155.0,med,med,4.0,more,med,low,unacc
1156,1156.0,med,med,4.0,more,med,med,acc
1157,1157.0,med,med,4.0,more,med,high,vgood
1158,1158.0,med,med,4.0,more,big,low,unacc
1159,1159.0,med,med,4.0,more,big,med,acc
1160,1160.0,med,med,4.0,more,big,high,vgood
1161,1161.0,med,med,5-more,2.0,small,low,unacc
1162,1162.0,med,med,5-more,2.0,small,med,unacc
1163,1163.0,med,med,5-more,2.0,small,high,unacc
1164,1164.0,med,med,5-more,2.0,med,low,unacc
1165,1165.0,med,med,5-more,2.0,med,med,unacc
1166,1166.0,med,med,5-more,2.0,med,high,unacc
1167,1167.0,med,med,5-more,2.0,big,low,unacc
1168,1168.0,med,med,5-more,2.0,big,med,unacc
1169,1169.0,med,med,5-more,2.0,big,high,unacc
1170,1170.0,med,med,5-more,4.0,small,low,unacc
1171,1171.0,med,med,5-more,4.0,small,med,acc
1172,1172.0,med,med,5-more,4.0,small,high,acc
1173,1173.0,med,med,5-more,4.0,med,low,unacc
1174,1174.0,med,med,5-more,4.0,med,med,acc
1175,1175.0,med,med,5-more,4.0,med,high,vgood
1176,1176.0,med,med,5-more,4.0,big,low,unacc
1177,1177.0,med,med,5-more,4.0,big,med,acc
1178,1178.0,med,med,5-more,4.0,big,high,vgood
1179,1179.0,med,med,5-more,more,small,low,unacc
1180,1180.0,med,med,5-more,more,small,med,acc
1181,1181.0,med,med,5-more,more,small,high,acc
1182,1182.0,med,med,5-more,more,med,low,unacc
1183,1183.0,med,med,5-more,more,med,med,acc
1184,1184.0,med,med,5-more,more,med,high,vgood
1185,1185.0,med,med,5-more,more,big,low,unacc
1186,1186.0,med,med,5-more,more,big,med,acc
1187,1187.0,med,med,5-more,more,big,high,vgood
1188,1188.0,med,low,2.0,2.0,small,low,unacc
1189,1189.0,med,low,2.0,2.0,small,med,unacc
1190,1190.0,med,low,2.0,2.0,small,high,unacc
1191,1191.0,med,low,2.0,2.0,med,low,unacc
1192,1192.0,med,low,2.0,2.0,med,med,unacc
1193,1193.0,med,low,2.0,2.0,med,high,unacc
1194,1194.0,med,low,2.0,2.0,big,low,unacc
1195,1195.0,med,low,2.0,2.0,big,med,unacc
1196,1196.0,med,low,2.0,2.0,big,high,unacc
1197,1197.0,med,low,2.0,4.0,small,low,unacc
1198,1198.0,med,low,2.0,4.0,small,med,acc
1199,1199.0,med,low,2.0,4.0,small,high,good
1200,1200.0,med,low,2.0,4.0,med,low,unacc
1201,1201.0,med,low,2.0,4.0,med,med,acc
1202,1202.0,med,low,2.0,4.0,med,high,good
1203,1203.0,med,low,2.0,4.0,big,low,unacc
1204,1204.0,med,low,2.0,4.0,big,med,good
1205,1205.0,med,low,2.0,4.0,big,high,vgood
1206,1206.0,med,low,2.0,more,small,low,unacc
1207,1207.0,med,low,2.0,more,small,med,unacc
1208,1208.0,med,low,2.0,more,small,high,unacc
1209,1209.0,med,low,2.0,more,med,low,unacc
1210,1210.0,med,low,2.0,more,med,med,acc
1211,1211.0,med,low,2.0,more,med,high,good
1212,1212.0,med,low,2.0,more,big,low,unacc
1213,1213.0,med,low,2.0,more,big,med,good
1214,1214.0,med,low,2.0,more,big,high,vgood
1215,1215.0,med,low,3.0,2.0,small,low,unacc
1216,1216.0,med,low,3.0,2.0,small,med,unacc
1217,1217.0,med,low,3.0,2.0,small,high,unacc
1218,1218.0,med,low,3.0,2.0,med,low,unacc
1219,1219.0,med,low,3.0,2.0,med,med,unacc
1220,1220.0,med,low,3.0,2.0,med,high,unacc
1221,1221.0,med,low,3.0,2.0,big,low,unacc
1222,1222.0,med,low,3.0,2.0,big,med,unacc
1223,1223.0,med,low,3.0,2.0,big,high,unacc
1224,1224.0,med,low,3.0,4.0,small,low,unacc
1225,1225.0,med,low,3.0,4.0,small,med,acc
1226,1226.0,med,low,3.0,4.0,small,high,good
1227,1227.0,med,low,3.0,4.0,med,low,unacc
1228,1228.0,med,low,3.0,4.0,med,med,acc
1229,1229.0,med,low,3.0,4.0,med,high,good
1230,1230.0,med,low,3.0,4.0,big,low,unacc
1231,1231.0,med,low,3.0,4.0,big,med,good
1232,1232.0,med,low,3.0,4.0,big,high,vgood
1233,1233.0,med,low,3.0,more,small,low,unacc
1234,1234.0,med,low,3.0,more,small,med,acc
1235,1235.0,med,low,3.0,more,small,high,good
1236,1236.0,med,low,3.0,more,med,low,unacc
1237,1237.0,med,low,3.0,more,med,med,good
1238,1238.0,med,low,3.0,more,med,high,vgood
1239,1239.0,med,low,3.0,more,big,low,unacc
1240,1240.0,med,low,3.0,more,big,med,good
1241,1241.0,med,low,3.0,more,big,high,vgood
1242,1242.0,med,low,4.0,2.0,small,low,unacc
1243,1243.0,med,low,4.0,2.0,small,med,unacc
1244,1244.0,med,low,4.0,2.0,small,high,unacc
1245,1245.0,med,low,4.0,2.0,med,low,unacc
1246,1246.0,med,low,4.0,2.0,med,med,unacc
1247,1247.0,med,low,4.0,2.0,med,high,unacc
1248,1248.0,med,low,4.0,2.0,big,low,unacc
1249,1249.0,med,low,4.0,2.0,big,med,unacc
1250,1250.0,med,low,4.0,2.0,big,high,unacc
1251,1251.0,med,low,4.0,4.0,small,low,unacc
1252,1252.0,med,low,4.0,4.0,small,med,acc
1253,1253.0,med,low,4.0,4.0,small,high,good
1254,1254.0,med,low,4.0,4.0,med,low,unacc
1255,1255.0,med,low,4.0,4.0,med,med,good
1256,1256.0,med,low,4.0,4.0,med,high,vgood
1257,1257.0,med,low,4.0,4.0,big,low,unacc
1258,1258.0,med,low,4.0,4.0,big,med,good
1259,1259.0,med,low,4.0,4.0,big,high,vgood
1260,1260.0,med,low,4.0,more,small,low,unacc
1261,1261.0,med,low,4.0,more,small,med,acc
1262,1262.0,med,low,4.0,more,small,high,good
1263,1263.0,med,low,4.0,more,med,low,unacc
1264,1264.0,med,low,4.0,more,med,med,good
1265,1265.0,med,low,4.0,more,med,high,vgood
1266,1266.0,med,low,4.0,more,big,low,unacc
1267,1267.0,med,low,4.0,more,big,med,good
1268,1268.0,med,low,4.0,more,big,high,vgood
1269,1269.0,med,low,5-more,2.0,small,low,unacc
1270,1270.0,med,low,5-more,2.0,small,med,unacc
1271,1271.0,med,low,5-more,2.0,small,high,unacc
1272,1272.0,med,low,5-more,2.0,med,low,unacc
1273,1273.0,med,low,5-more,2.0,med,med,unacc
1274,1274.0,med,low,5-more,2.0,med,high,unacc
1275,1275.0,med,low,5-more,2.0,big,low,unacc
1276,1276.0,med,low,5-more,2.0,big,med,unacc
1277,1277.0,med,low,5-more,2.0,big,high,unacc
1278,1278.0,med,low,5-more,4.0,small,low,unacc
1279,1279.0,med,low,5-more,4.0,small,med,acc
1280,1280.0,med,low,5-more,4.0,small,high,good
1281,1281.0,med,low,5-more,4.0,med,low,unacc
1282,1282.0,med,low,5-more,4.0,med,med,good
1283,1283.0,med,low,5-more,4.0,med,high,vgood
1284,1284.0,med,low,5-more,4.0,big,low,unacc
1285,1285.0,med,low,5-more,4.0,big,med,good
1286,1286.0,med,low,5-more,4.0,big,high,vgood
1287,1287.0,med,low,5-more,more,small,low,unacc
1288,1288.0,med,low,5-more,more,small,med,acc
1289,1289.0,med,low,5-more,more,small,high,good
1290,1290.0,med,low,5-more,more,med,low,unacc
1291,1291.0,med,low,5-more,more,med,med,good
1292,1292.0,med,low,5-more,more,med,high,vgood
1293,1293.0,med,low,5-more,more,big,low,unacc
1294,1294.0,med,low,5-more,more,big,med,good
1295,1295.0,med,low,5-more,more,big,high,vgood
1296,1296.0,low,vhigh,2.0,2.0,small,low,unacc
1297,1297.0,low,vhigh,2.0,2.0,small,med,unacc
1298,1298.0,low,vhigh,2.0,2.0,small,high,unacc
1299,1299.0,low,vhigh,2.0,2.0,med,low,unacc
1300,1300.0,low,vhigh,2.0,2.0,med,med,unacc
1301,1301.0,low,vhigh,2.0,2.0,med,high,unacc
1302,1302.0,low,vhigh,2.0,2.0,big,low,unacc
1303,1303.0,low,vhigh,2.0,2.0,big,med,unacc
1304,1304.0,low,vhigh,2.0,2.0,big,high,unacc
1305,1305.0,low,vhigh,2.0,4.0,small,low,unacc
1306,1306.0,low,vhigh,2.0,4.0,small,med,unacc
1307,1307.0,low,vhigh,2.0,4.0,small,high,acc
1308,1308.0,low,vhigh,2.0,4.0,med,low,unacc
1309,1309.0,low,vhigh,2.0,4.0,med,med,unacc
1310,1310.0,low,vhigh,2.0,4.0,med,high,acc
1311,1311.0,low,vhigh,2.0,4.0,big,low,unacc
1312,1312.0,low,vhigh,2.0,4.0,big,med,acc
1313,1313.0,low,vhigh,2.0,4.0,big,high,acc
1314,1314.0,low,vhigh,2.0,more,small,low,unacc
1315,1315.0,low,vhigh,2.0,more,small,med,unacc
1316,1316.0,low,vhigh,2.0,more,small,high,unacc
1317,1317.0,low,vhigh,2.0,more,med,low,unacc
1318,1318.0,low,vhigh,2.0,more,med,med,unacc
1319,1319.0,low,vhigh,2.0,more,med,high,acc
1320,1320.0,low,vhigh,2.0,more,big,low,unacc
1321,1321.0,low,vhigh,2.0,more,big,med,acc
1322,1322.0,low,vhigh,2.0,more,big,high,acc
1323,1323.0,low,vhigh,3.0,2.0,small,low,unacc
1324,1324.0,low,vhigh,3.0,2.0,small,med,unacc
1325,1325.0,low,vhigh,3.0,2.0,small,high,unacc
1326,1326.0,low,vhigh,3.0,2.0,med,low,unacc
1327,1327.0,low,vhigh,3.0,2.0,med,med,unacc
1328,1328.0,low,vhigh,3.0,2.0,med,high,unacc
1329,1329.0,low,vhigh,3.0,2.0,big,low,unacc
1330,1330.0,low,vhigh,3.0,2.0,big,med,unacc
1331,1331.0,low,vhigh,3.0,2.0,big,high,unacc
1332,1332.0,low,vhigh,3.0,4.0,small,low,unacc
1333,1333.0,low,vhigh,3.0,4.0,small,med,unacc
1334,1334.0,low,vhigh,3.0,4.0,small,high,acc
1335,1335.0,low,vhigh,3.0,4.0,med,low,unacc
1336,1336.0,low,vhigh,3.0,4.0,med,med,unacc
1337,1337.0,low,vhigh,3.0,4.0,med,high,acc
1338,1338.0,low,vhigh,3.0,4.0,big,low,unacc
1339,1339.0,low,vhigh,3.0,4.0,big,med,acc
1340,1340.0,low,vhigh,3.0,4.0,big,high,acc
1341,1341.0,low,vhigh,3.0,more,small,low,unacc
1342,1342.0,low,vhigh,3.0,more,small,med,unacc
1343,1343.0,low,vhigh,3.0,more,small,high,acc
1344,1344.0,low,vhigh,3.0,more,med,low,unacc
1345,1345.0,low,vhigh,3.0,more,med,med,acc
1346,1346.0,low,vhigh,3.0,more,med,high,acc
1347,1347.0,low,vhigh,3.0,more,big,low,unacc
1348,1348.0,low,vhigh,3.0,more,big,med,acc
1349,1349.0,low,vhigh,3.0,more,big,high,acc
1350,1350.0,low,vhigh,4.0,2.0,small,low,unacc
1351,1351.0,low,vhigh,4.0,2.0,small,med,unacc
1352,1352.0,low,vhigh,4.0,2.0,small,high,unacc
1353,1353.0,low,vhigh,4.0,2.0,med,low,unacc
1354,1354.0,low,vhigh,4.0,2.0,med,med,unacc
1355,1355.0,low,vhigh,4.0,2.0,med,high,unacc
1356,1356.0,low,vhigh,4.0,2.0,big,low,unacc
1357,1357.0,low,vhigh,4.0,2.0,big,med,unacc
1358,1358.0,low,vhigh,4.0,2.0,big,high,unacc
1359,1359.0,low,vhigh,4.0,4.0,small,low,unacc
1360,1360.0,low,vhigh,4.0,4.0,small,med,unacc
1361,1361.0,low,vhigh,4.0,4.0,small,high,acc
1362,1362.0,low,vhigh,4.0,4.0,med,low,unacc
1363,1363.0,low,vhigh,4.0,4.0,med,med,acc
1364,1364.0,low,vhigh,4.0,4.0,med,high,acc
1365,1365.0,low,vhigh,4.0,4.0,big,low,unacc
1366,1366.0,low,vhigh,4.0,4.0,big,med,acc
1367,1367.0,low,vhigh,4.0,4.0,big,high,acc
1368,1368.0,low,vhigh,4.0,more,small,low,unacc
1369,1369.0,low,vhigh,4.0,more,small,med,unacc
1370,1370.0,low,vhigh,4.0,more,small,high,acc
1371,1371.0,low,vhigh,4.0,more,med,low,unacc
1372,1372.0,low,vhigh,4.0,more,med,med,acc
1373,1373.0,low,vhigh,4.0,more,med,high,acc
1374,1374.0,low,vhigh,4.0,more,big,low,unacc
1375,1375.0,low,vhigh,4.0,more,big,med,acc
1376,1376.0,low,vhigh,4.0,more,big,high,acc
1377,1377.0,low,vhigh,5-more,2.0,small,low,unacc
1378,1378.0,low,vhigh,5-more,2.0,small,med,unacc
1379,1379.0,low,vhigh,5-more,2.0,small,high,unacc
1380,1380.0,low,vhigh,5-more,2.0,med,low,unacc
1381,1381.0,low,vhigh,5-more,2.0,med,med,unacc
1382,1382.0,low,vhigh,5-more,2.0,med,high,unacc
1383,1383.0,low,vhigh,5-more,2.0,big,low,unacc
1384,1384.0,low,vhigh,5-more,2.0,big,med,unacc
1385,1385.0,low,vhigh,5-more,2.0,big,high,unacc
1386,1386.0,low,vhigh,5-more,4.0,small,low,unacc
1387,1387.0,low,vhigh,5-more,4.0,small,med,unacc
1388,1388.0,low,vhigh,5-more,4.0,small,high,acc
1389,1389.0,low,vhigh,5-more,4.0,med,low,unacc
1390,1390.0,low,vhigh,5-more,4.0,med,med,acc
1391,1391.0,low,vhigh,5-more,4.0,med,high,acc
1392,1392.0,low,vhigh,5-more,4.0,big,low,unacc
1393,1393.0,low,vhigh,5-more,4.0,big,med,acc
1394,1394.0,low,vhigh,5-more,4.0,big,high,acc
1395,1395.0,low,vhigh,5-more,more,small,low,unacc
1396,1396.0,low,vhigh,5-more,more,small,med,unacc
1397,1397.0,low,vhigh,5-more,more,small,high,acc
1398,1398.0,low,vhigh,5-more,more,med,low,unacc
1399,1399.0,low,vhigh,5-more,more,med,med,acc
1400,1400.0,low,vhigh,5-more,more,med,high,acc
1401,1401.0,low,vhigh,5-more,more,big,low,unacc
1402,1402.0,low,vhigh,5-more,more,big,med,acc
1403,1403.0,low,vhigh,5-more,more,big,high,acc
1404,1404.0,low,high,2.0,2.0,small,low,unacc
1405,1405.0,low,high,2.0,2.0,small,med,unacc
1406,1406.0,low,high,2.0,2.0,small,high,unacc
1407,1407.0,low,high,2.0,2.0,med,low,unacc
1408,1408.0,low,high,2.0,2.0,med,med,unacc
1409,1409.0,low,high,2.0,2.0,med,high,unacc
1410,1410.0,low,high,2.0,2.0,big,low,unacc
1411,1411.0,low,high,2.0,2.0,big,med,unacc
1412,1412.0,low,high,2.0,2.0,big,high,unacc
1413,1413.0,low,high,2.0,4.0,small,low,unacc
1414,1414.0,low,high,2.0,4.0,small,med,acc
1415,1415.0,low,high,2.0,4.0,small,high,acc
1416,1416.0,low,high,2.0,4.0,med,low,unacc
1417,1417.0,low,high,2.0,4.0,med,med,acc
1418,1418.0,low,high,2.0,4.0,med,high,acc
1419,1419.0,low,high,2.0,4.0,big,low,unacc
1420,1420.0,low,high,2.0,4.0,big,med,acc
1421,1421.0,low,high,2.0,4.0,big,high,vgood
1422,1422.0,low,high,2.0,more,small,low,unacc
1423,1423.0,low,high,2.0,more,small,med,unacc
1424,1424.0,low,high,2.0,more,small,high,unacc
1425,1425.0,low,high,2.0,more,med,low,unacc
1426,1426.0,low,high,2.0,more,med,med,acc
1427,1427.0,low,high,2.0,more,med,high,acc
1428,1428.0,low,high,2.0,more,big,low,unacc
1429,1429.0,low,high,2.0,more,big,med,acc
1430,1430.0,low,high,2.0,more,big,high,vgood
1431,1431.0,low,high,3.0,2.0,small,low,unacc
1432,1432.0,low,high,3.0,2.0,small,med,unacc
1433,1433.0,low,high,3.0,2.0,small,high,unacc
1434,1434.0,low,high,3.0,2.0,med,low,unacc
1435,1435.0,low,high,3.0,2.0,med,med,unacc
1436,1436.0,low,high,3.0,2.0,med,high,unacc
1437,1437.0,low,high,3.0,2.0,big,low,unacc
1438,1438.0,low,high,3.0,2.0,big,med,unacc
1439,1439.0,low,high,3.0,2.0,big,high,unacc
1440,1440.0,low,high,3.0,4.0,small,low,unacc
1441,1441.0,low,high,3.0,4.0,small,med,acc
1442,1442.0,low,high,3.0,4.0,small,high,acc
1443,1443.0,low,high,3.0,4.0,med,low,unacc
1444,1444.0,low,high,3.0,4.0,med,med,acc
1445,1445.0,low,high,3.0,4.0,med,high,acc
1446,1446.0,low,high,3.0,4.0,big,low,unacc
1447,1447.0,low,high,3.0,4.0,big,med,acc
1448,1448.0,low,high,3.0,4.0,big,high,vgood
1449,1449.0,low,high,3.0,more,small,low,unacc
1450,1450.0,low,high,3.0,more,small,med,acc
1451,1451.0,low,high,3.0,more,small,high,acc
1452,1452.0,low,high,3.0,more,med,low,unacc
1453,1453.0,low,high,3.0,more,med,med,acc
1454,1454.0,low,high,3.0,more,med,high,vgood
1455,1455.0,low,high,3.0,more,big,low,unacc
1456,1456.0,low,high,3.0,more,big,med,acc
1457,1457.0,low,high,3.0,more,big,high,vgood
1458,1458.0,low,high,4.0,2.0,small,low,unacc
1459,1459.0,low,high,4.0,2.0,small,med,unacc
1460,1460.0,low,high,4.0,2.0,small,high,unacc
1461,1461.0,low,high,4.0,2.0,med,low,unacc
1462,1462.0,low,high,4.0,2.0,med,med,unacc
1463,1463.0,low,high,4.0,2.0,med,high,unacc
1464,1464.0,low,high,4.0,2.0,big,low,unacc
1465,1465.0,low,high,4.0,2.0,big,med,unacc
1466,1466.0,low,high,4.0,2.0,big,high,unacc
1467,1467.0,low,high,4.0,4.0,small,low,unacc
1468,1468.0,low,high,4.0,4.0,small,med,acc
1469,1469.0,low,high,4.0,4.0,small,high,acc
1470,1470.0,low,high,4.0,4.0,med,low,unacc
1471,1471.0,low,high,4.0,4.0,med,med,acc
1472,1472.0,low,high,4.0,4.0,med,high,vgood
1473,1473.0,low,high,4.0,4.0,big,low,unacc
1474,1474.0,low,high,4.0,4.0,big,med,acc
1475,1475.0,low,high,4.0,4.0,big,high,vgood
1476,1476.0,low,high,4.0,more,small,low,unacc
1477,1477.0,low,high,4.0,more,small,med,acc
1478,1478.0,low,high,4.0,more,small,high,acc
1479,1479.0,low,high,4.0,more,med,low,unacc
1480,1480.0,low,high,4.0,more,med,med,acc
1481,1481.0,low,high,4.0,more,med,high,vgood
1482,1482.0,low,high,4.0,more,big,low,unacc
1483,1483.0,low,high,4.0,more,big,med,acc
1484,1484.0,low,high,4.0,more,big,high,vgood
1485,1485.0,low,high,5-more,2.0,small,low,unacc
1486,1486.0,low,high,5-more,2.0,small,med,unacc
1487,1487.0,low,high,5-more,2.0,small,high,unacc
1488,1488.0,low,high,5-more,2.0,med,low,unacc
1489,1489.0,low,high,5-more,2.0,med,med,unacc
1490,1490.0,low,high,5-more,2.0,med,high,unacc
1491,1491.0,low,high,5-more,2.0,big,low,unacc
1492,1492.0,low,high,5-more,2.0,big,med,unacc
1493,1493.0,low,high,5-more,2.0,big,high,unacc
1494,1494.0,low,high,5-more,4.0,small,low,unacc
1495,1495.0,low,high,5-more,4.0,small,med,acc
1496,1496.0,low,high,5-more,4.0,small,high,acc
1497,1497.0,low,high,5-more,4.0,med,low,unacc
1498,1498.0,low,high,5-more,4.0,med,med,acc
1499,1499.0,low,high,5-more,4.0,med,high,vgood
1500,1500.0,low,high,5-more,4.0,big,low,unacc
1501,1501.0,low,high,5-more,4.0,big,med,acc
1502,1502.0,low,high,5-more,4.0,big,high,vgood
1503,1503.0,low,high,5-more,more,small,low,unacc
1504,1504.0,low,high,5-more,more,small,med,acc
1505,1505.0,low,high,5-more,more,small,high,acc
1506,1506.0,low,high,5-more,more,med,low,unacc
1507,1507.0,low,high,5-more,more,med,med,acc
1508,1508.0,low,high,5-more,more,med,high,vgood
1509,1509.0,low,high,5-more,more,big,low,unacc
1510,1510.0,low,high,5-more,more,big,med,acc
1511,1511.0,low,high,5-more,more,big,high,vgood
1512,1512.0,low,med,2.0,2.0,small,low,unacc
1513,1513.0,low,med,2.0,2.0,small,med,unacc
1514,1514.0,low,med,2.0,2.0,small,high,unacc
1515,1515.0,low,med,2.0,2.0,med,low,unacc
1516,1516.0,low,med,2.0,2.0,med,med,unacc
1517,1517.0,low,med,2.0,2.0,med,high,unacc
1518,1518.0,low,med,2.0,2.0,big,low,unacc
1519,1519.0,low,med,2.0,2.0,big,med,unacc
1520,1520.0,low,med,2.0,2.0,big,high,unacc
1521,1521.0,low,med,2.0,4.0,small,low,unacc
1522,1522.0,low,med,2.0,4.0,small,med,acc
1523,1523.0,low,med,2.0,4.0,small,high,good
1524,1524.0,low,med,2.0,4.0,med,low,unacc
